city,trip
Algeciras,"['Jerez de la Frontera', 'La Rochelle', 'Lyon', 'Seville']"
Aliağa,[]
"Aliança do Tocantins, TO",[]
Alicante,"['Béziers', 'Grenoble', 'Lisbon', 'Malmö', 'Málaga', 'Naples', 'Nice', 'Perpignan', 'Valencia', 'Warsaw']"
"Alice, TX","['Austin, TX', 'Baytown, TX', 'Big Spring, TX', 'Colorado Springs, CO', 'Dallas, TX', 'Fort Worth, TX', 'Grand Rapids, MI', 'Houston, TX', 'Katy, TX', 'Mcallen, TX', 'Midland, TX', 'Monterrey, MX', 'Palestine, TX', 'Pecos, TX', 'Plano, TX', 'San Antonio, TX', 'San Marcos, TX', 'St Louis, MO']"
Alifuatpaşa,[]
Aljezur,"['Lisbon', 'Porto', 'Vila Nova de Milfontes']"
"Allaben, NY",[]
Allariz,[]
"Allentown, PA","['Akron, OH', 'Albany, GA', 'Albany, NY', 'Altoona, PA', 'Annapolis, MD', 'Atlanta, GA', 'Atlantic City, NJ', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Bangor, ME', 'Batavia, NY', 'Batavia, OH', 'Binghamton, NY', 'Birmingham, AL', 'Blairsville, PA', 'Bloomington, IN', 'Bloomsburg, PA', 'Boone, NC', 'Boston, MA', 'Brattleboro, VT', 'Bridgeport, CT', 'Brunswick, GA', 'Buffalo, NY', 'Charlotte, NC', 'Charlottesville, VA', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'College Park, MD', 'Columbia, SC', 'Columbus, GA', 'Columbus, OH', 'Cortland, NY', 'Dallas, TX', 'Dayton, OH', 'Detroit, MI', 'Dover, DE', 'DuBois, PA', 'Durham, NC', 'Easton, PA', 'Edgewood, MD', 'Erie, PA', 'Fayetteville, NC', 'Fort Lauderdale, FL', 'Fort Myers, FL', 'Frederick, MD', 'Fredericksburg, VA', 'Gastonia, NC', 'Grand Rapids, MI', 'Greensboro, NC', 'Greenville, NC', 'Greenville, SC', 'Hagerstown, MD', 'Harrisburg, PA', 'Hartford, CT', 'Hinesville, GA', 'Houston, TX', 'Indiana, PA', 'Indianapolis, IN', 'Ithaca, NY', 'Jacksonville, FL', 'Jacksonville, NC', 'Johnstown, PA', 'Kalamazoo, MI', 'Knoxville, TN', 'Lafayette, LA', 'Lansing, MI', 'Las Vegas, NV', 'Laurel, MD', 'Lawton, OK', 'Lewisburg, PA', 'Lexington, KY', 'Lock Haven, PA', 'Los Angeles, CA', 'Louisville, KY', 'Lynchburg, VA', 'Manchester, NH', 'Meadville, PA', 'Memphis, TN', 'Miami, FL', 'Milwaukee, WI', 'Mobile, AL', 'Monroeville, PA', 'Montgomery, AL', 'Montreal, QC', 'Morgantown, WV', 'Mount Laurel, NJ', 'Myrtle Beach, SC', 'Nashville, TN', 'New Carrollton, MD', 'New Castle, PA', 'New Haven, CT', 'New York, NY', 'Newark, NJ', 'Niagara Falls, NY', 'Niagara Falls, ON', 'Norcross, GA', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Northampton, MA', 'Oklahoma City, OK', 'Orlando, FL', 'Panama City, FL', 'Petersburg, VA', 'Philadelphia, NY', 'Philadelphia, PA', 'Pittsburgh, PA', 'Portland, OR', 'Portsmouth, NH', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Richmond, VA', 'Ridgewood, NJ', 'Roanoke, VA', 'Rochester, NY', 'Rockford, IL', 'Salisbury, MD', 'San Antonio, TX', 'Schenectady, NY', 'Scranton, PA', 'Seattle, WA', 'Silver Spring, MD', 'South Hill, VA', 'Southfield, MI', 'Spartanburg, SC', 'Springfield, MA', 'Springfield, VA', 'St Louis, MO', 'State College, PA', 'Storrs, CT', 'Sturbridge, MA', 'Sumter, SC', 'Syracuse, NY', 'Tallahassee, FL', 'Tampa, FL', 'Toledo, OH', 'Toronto, ON', 'Tulsa, OK', 'Utica, NY', 'Vero Beach, FL', 'Washington, D.C.', 'Watertown, NY', 'Waynesburg, PA', 'West Palm Beach, FL', 'Wheeling, WV', 'White Plains, NY', 'Wichita, KS', 'Wilkes-Barre, PA', 'Williamsport, PA', 'Wilmington-Newark, DE', 'Wilson, NC', 'Winston-Salem, NC', 'Worcester, MA', 'Youngstown, OH']"
Allikmaa,[]
Almada,"['Albufeira', 'Faro', 'Lisbon', 'Lisbon Airport']"
Almancil,[]
Almería,[]
Almonte,[]
Alpe d`Huez,['Geneva Airport']
Alpen,[]
"Alpine, TX","['Austin, TX', 'Dallas, TX', 'El Paso, TX', 'Houston, TX', 'Laredo, TX', 'Los Angeles, CA', 'Midland, TX', 'Ontario / Montclair / Claremont, CA', 'San Antonio, TX']"
"Alpine, WY",[]
Alsfeld,['Erfurt']
Altach,[]
"Altamont, OR","['Eugene, OR', 'Ontario, OR']"
Altamura,['Naples']
Altenberge,[]
Altinoluk,"['Eskişehir', 'İstanbul']"
Altinova,[]
Altınova (Yalova),[]
"Altoona, PA","['Albany, NY', 'Allentown, PA', 'Ann Arbor, MI', 'Baltimore, MD', 'Binghamton, NY', 'Boston, MA', 'Bridgeport, CT', 'Buffalo, NY', 'Charlotte, NC', 'Chicago, IL', 'Cleveland, OH', 'Columbia, SC', 'Columbus, OH', 'Dayton, OH', 'Detroit, MI', 'Elyria, OH', 'Fort Worth, TX', 'Greensboro, NC', 'Indianapolis, IN', 'Louisville, KY', 'Miami, FL', 'Milwaukee, WI', 'Myrtle Beach, SC', 'Nashville, TN', 'New York, NY', 'Newark, NJ', 'North Charleston, SC', 'Orlando, FL', 'Philadelphia, PA', 'Pittsburgh, PA', 'Portland, ME', 'Raleigh, NC', 'Richmond, VA', 'Salisbury, MD', 'State College, PA', 'Syracuse, NY', 'Tampa, FL', 'Toledo, OH', 'Tulsa, OK', 'Washington, D.C.', 'Wilmington-Newark, DE', 'Youngstown, OH']"
Altunhisar,[]
Aluvere,[]
"Alvorada do Norte, GO",[]
"Alvorada, TO",[]
Alytus,[]
Alzira,[]
Amantea,['San Lucido']
Amarante,"['Aveiro', 'Figueira da Foz', 'Francisco Sá Carneiro Airport', 'Lisbon', 'Porto']"
"Amarillo, TX","['Abilene, TX', 'Akron, OH', 'Albany, NY', 'Albuquerque, NM', 'Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Bakersfield, CA', 'Baltimore, MD', 'Baton Rouge, LA', 'Baytown, TX', 'Big Spring, TX', 'Billings, MT', 'Biloxi, MS', 'Birmingham, AL', 'Boise, ID', 'Boston, MA', 'Brownsville, TX', 'Bryan, TX', 'Calexico, CA', 'Charlotte, NC', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Ciudad Juarez, MX', 'Cleburne, TX', 'Colorado Springs, CO', 'Columbus, GA', 'Conroe, TX', 'Corpus Christi, TX', 'Dallas, TX', 'Denton, TX', 'Denver, CO', 'Detroit, MI', 'Eagle Pass, TX', 'Edinburg, TX', 'El Centro, CA', 'El Paso, TX', 'Fargo, ND', 'Fayetteville, AR', 'Fort Collins, CO', 'Fort Lauderdale, FL', 'Fort Wayne, IN', 'Fresno, CA', 'Gainesville, FL', 'Glenwood Springs, CO', 'Grand Rapids, MI', 'Greensboro, NC', 'Harlingen, TX', 'Houston, TX', 'Huntsville, TX', 'Idaho Falls, ID', 'Indianapolis, IN', 'Jacksonville, FL', 'Kansas City, KS', 'Kansas City, MO', 'Kingman, AZ', 'Kingsville, TX', 'La Crosse, WI', 'Lafayette, LA', 'Lake Charles, LA', 'Lamar, CO', 'Lansing, MI', 'Laredo, TX', 'Las Cruces, NM', 'Las Vegas, NV', 'Lawton, OK', 'Lewisville, TX', 'Lincoln, NE', 'Louisville, KY', 'Mcalester, OK', 'Mcallen, TX', 'Mckinney, TX', 'Memphis, TN', 'Mexico City', 'Miami, FL', 'Minneapolis, MN', 'Mobile, AL', 'Monroe, LA', 'Monterrey, MX', 'Montgomery, AL', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Norfolk-Virginia Beach, VA', 'Norman, OK', 'Oklahoma City, OK', 'Olympia, WA', 'Omaha, NE', 'Orange County-Anaheim-Santa Ana, CA', 'Orlando, FL', 'Paducah, KY', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Portland, OR', 'Presidio, TX', 'Providence, RI', 'Rapid City, SD', 'Redding, CA', 'Richmond, VA', 'Riverside, CA', 'Ruidoso Downs, NM', 'Sacramento, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'San Marcos, TX', 'Seattle, WA', 'Seminole, TX', 'Sherman, TX', 'Shreveport, LA', 'Spokane, WA', 'Sweetwater, TX', 'Tallahassee, FL', 'Tampa, FL', 'Temple, TX', 'Texarkana, TX', 'Tijuana,  MX', 'Topeka, KS', 'Tucson, AZ', 'Tulsa, OK', 'Tyler, TX', 'Valdosta, GA', 'Van Buren, AR', 'Vero Beach, FL', 'Victoria, TX', 'Victorville, CA', 'Visalia, CA', 'Waco, TX', 'Washington, D.C.', 'West Palm Beach, FL', 'Wichita Falls, TX', 'Wichita, KS', 'Williams, AZ', 'Yakima, WA', 'Yuma, AZ']"
Amasra,"['Akçakoca', 'Ankara', 'Çaycuma', 'İstanbul']"
Amasya,[]
Amavida,[]
Amb,[]
Ambala,"['Delhi NCR (Delhi, Noida, Gurugram)']"
Ambur,[]
"American Falls, ID",[]
"Americana, SP",[]
"Americus, GA",[]
"Ames, IA","['Ann Arbor, MI', 'Atlanta, GA', 'Austin, TX', 'Burnsville, MN', 'Cedar Rapids, IA', 'Champaign, IL', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Columbia, MO', 'Columbus, OH', 'Dallas, TX', 'Davenport, IA', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Duluth, MN', 'Houston, TX', 'Indianapolis, IN', 'Iowa City, IA', 'Jefferson City, MO', 'Joplin, MO', 'Kansas City, KS', 'La Crosse, WI', 'Lafayette, IN', 'Las Vegas, NV', 'Lawrence, KS', 'Lexington, KY', 'Lincoln, NE', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Mcallen, TX', 'Milwaukee, WI', 'Minneapolis, MN', 'Moline, IL', 'Naperville, IL', 'New York, NY', 'Norfolk, NE', 'Oklahoma City, OK', 'Omaha, NE', 'Peru, IL', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Rochester, MN', 'Saint Cloud, MN', 'San Antonio, TX', 'San Diego, CA', 'Sioux City, IA', 'St Louis, MO', 'Topeka, KS', 'Washington, D.C.', 'Wichita, KS', 'Winona, MN']"
Amesbury,[]
Amiens,"['Beauvais', 'Brussels', 'Caen', 'Lille', 'Paris', 'Rennes', 'Rouen', 'Utrecht']"
Amritsar,"['Delhi NCR (Delhi, Noida, Gurugram)']"
Amsterdam,"['Aachen', 'Aarhus', 'Amsterdam Airport (Schiphol)', 'Angers', 'Antwerp', 'Arnhem', 'Avignon', 'Bad Oeynhausen', 'Barcelona', 'Basel Euroairport', 'Basel/Weil am Rhein', 'Bayreuth', 'Berlin', 'Berlin Airport', 'Bern', 'Bielefeld', 'Bochum', 'Bonn', 'Bordeaux', 'Bratislava', 'Bremen', 'Bristol', 'Brno', 'Bruges', 'Brunswick', 'Brussels', 'Brussels Airport', 'Brăila', 'Budapest', 'Budapest Airport', 'Caen', 'Cambridge', 'Charleroi', 'Chemnitz', 'Chisinau', 'Coblenz', 'Cologne', 'Constanța', 'Copenhagen', 'Copenhagen Airport', 'Darmstadt', 'Delft', 'Dijon', 'Dortmund', 'Drachten', 'Dresden', 'Duisburg', 'Düsseldorf', 'Edinburgh', 'Eindhoven', 'Eindhoven Airport', 'Engen', 'Enschede', 'Erfurt', 'Erlangen', 'Essen', 'Flensburg', 'Florence', 'Frankfurt', 'Frankfurt Airport', 'Freiburg', 'Garmisch-Partenkirchen', 'Gdańsk', 'Geneva', 'Geneva Airport', 'Ghent', 'Gießen', 'Girona', 'Gorzów Wielkopolski', 'Gothenburg', 'Groningen', 'Gütersloh', 'Halle', 'Hamburg', 'Hamburg Airport', 'Hamm', 'Hanover', 'Hasselt', 'Heidelberg', 'Helsinki', 'Innsbruck', 'Interlaken', 'Isselburg', 'Kaatsheuvel (Efteling)', 'Kaiserslautern', 'Karlsruhe', 'Kassel', 'Katowice', 'Kaunas', 'Kehl', 'Kiel', 'Kolding', 'Kortrijk', 'Kraków', 'Kyiv', 'Leer', 'Leipzig', 'Leuven', 'Liberec', 'Lille', 'Lisbon', 'Liège', 'Ljubljana', 'London', 'Lourdes', 'Luxembourg', 'Luzern', 'Lviv', 'Lyon', 'Lyon Saint-Exupéry Airport', 'Lübeck', 'Maastricht', 'Madrid', 'Magdeburg', 'Malmö', 'Mannheim', 'Marijampolė', 'Marseille', 'Metz', 'Milan', 'Milan Malpensa Airport', 'Munich', 'Mönchengladbach', 'Münster', 'Nancy', 'Nice', 'Nijmegen', 'Nottingham', 'Novi Sad', 'Nuremberg', 'Oberhausen', 'Odense', 'Oldenburg', 'Osijek', 'Oslo', 'Osnabrück', 'Paderborn', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Paris Orly Airport', 'Parma', 'Porto', 'Poznań', 'Prague', 'Przemyśl', 'Randers', 'Regensburg', 'Reims', 'Rennes', 'Reutlingen', 'Riga', 'Roermond', 'Rome', 'Rostock', 'Rotterdam', 'Rouen', 'Rzeszów', 'Saarbrücken', 'Salamanca', 'Salzburg', 'Schweinfurt', 'Schwerin', 'Siegen', 'Sittensen', 'Skopje', 'Sofia', 'Stockholm', 'Strasbourg', 'Stuttgart', 'Szczecin', 'The Hague', 'Tilburg', 'Trento', 'Trier', 'Ulm', 'Utrecht', 'Venice', 'Verona', 'Vienna', 'Vilnius', 'Warsaw', 'Weimar', 'Wismar', 'Wrocław', 'Würzburg', 'Zagreb', 'Zurich', 'Łódź']"
Amsterdam Airport (Schiphol),"['Aachen', 'Amsterdam', 'Antwerp', 'Arnhem', 'Berlin', 'Berlin Airport', 'Bochum', 'Bonn', 'Bremen', 'Bruges', 'Brussels', 'Brussels Airport', 'Caen', 'Cologne', 'Copenhagen', 'Darmstadt', 'Dortmund', 'Dresden', 'Duisburg', 'Düsseldorf', 'Eindhoven', 'Eindhoven Airport', 'Essen', 'Frankfurt', 'Gelsenkirchen', 'Geneva', 'Genoa', 'Ghent', 'Groningen', 'Hamburg', 'Hamm', 'Hanover', 'Innsbruck', 'Kolding', 'Kraków', 'Leipzig', 'Lille', 'Ljubljana', 'London', 'Luxembourg', 'Maastricht', 'Madrid', 'Munich', 'Münster', 'Nice', 'Oberhausen', 'Oslo', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Prague', 'Rotterdam', 'Stuttgart', 'The Hague', 'Tilburg', 'Turin', 'Valencia']"
"Amsterdam, NY","['Bennington, VT', 'Boston, MA', 'Buffalo, NY', 'Charlotte, NC', 'Dallas, TX', 'Hartford, CT', 'Las Vegas, NV', 'London, ON', 'New York, NY', 'Newark, NJ', 'Philadelphia, PA', 'Rochester, NY', 'Tampa, FL', 'Toronto, ON', 'Washington, D.C.']"
Anamur,[]
Anandpur Sahib,[]
"Ananindeua, PA",[]
Ananthapur,[]
"Anápolis, GO",[]
Ancona,"['Bologna', 'Dresden', 'Florence', 'Milan', 'Milan Malpensa Airport', 'Naples', 'Perugia', 'Prague', 'Rimini', 'Rome', 'Rome Fiumicino Airport', 'Salerno', 'Salzburg', 'Siena', 'Venice', 'Verona']"
"Anderson, CA","['Fresno, CA', 'Salem, OR']"
"Anderson, IN","['Ann Arbor, MI', 'Atlanta, GA', 'Biloxi, MS', 'Chicago 95th & Dan Ryan, IL', 'Cleveland, OH', 'Columbus, OH', 'Dallas, TX', 'Dayton, OH', 'Indianapolis, IN', 'Lafayette, IN', 'Louisville, KY', 'Lubbock, TX', 'Memphis, TN', 'Milwaukee, WI', 'Minneapolis, MN', 'Muncie, IN', 'St Louis, MO', 'Thomasville, GA', 'Washington, D.C.']"
"Anderson, SC","['Akron, OH', 'Atlanta, GA', 'Atlantic City, NJ', 'Boston, MA', 'Buffalo, NY', 'Canton, OH', 'Carbondale, IL', 'Charlotte, NC', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clendenin, WV', 'Columbia, SC', 'Dallas, TX', 'Daytona Beach, FL', 'Denver, CO', 'Detroit, MI', 'Durham, NC', 'Fayetteville, NC', 'Florence, SC', 'Fort Lauderdale, FL', 'Gainesville, FL', 'Gainesville, GA', 'Greensboro, NC', 'Harrisburg, PA', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jackson, MS', 'Jacksonville, FL', 'Knoxville, TN', 'Las Vegas, NV', 'Los Angeles, CA', 'Louisville, KY', 'Lumberton, NC', 'Macon, GA', 'Madison, WI', 'Memphis, TN', 'Miami, FL', 'Mobile, AL', 'Montgomery, AL', 'Myrtle Beach, SC', 'Nashville, TN', 'New Haven, CT', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Norcross, GA', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Omaha, NE', 'Orangeburg, SC', 'Orlando, FL', 'Paducah, KY', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Portland, OR', 'Providence, RI', 'Raleigh, NC', 'Richmond, VA', 'Rockingham, NC', 'Sarasota, FL', 'Savannah, GA', 'Seattle, WA', 'Springfield, IL', 'Springfield, MA', 'St Louis, MO', 'Summerville, SC', 'Sumter, SC', 'Tallahassee, FL', 'Tampa, FL', 'Texarkana, TX', 'Tifton, GA', 'Toledo, OH', 'Valdosta, GA', 'Washington, D.C.', 'West Palm Beach, FL', 'Winston-Salem, NC', 'Woodbridge, VA']"
"Andes, NY","['New York, NY']"
Andoain,[]
Andora,[]
Andorra la Vella,"['Barcelona', 'Barcelona El Prat Airport', 'Geneva', 'Lleida', 'Milan', 'Nîmes', 'Paris', 'Toulouse']"
"Andradina, SP",[]
Andria,['Rome']
Andrijaševci,[]
Andújar,[]
Angers,"['Amsterdam', 'Brussels', 'Frankfurt', 'Lyon', 'Nantes', 'Paris', 'Paris Orly Airport', 'Strasbourg', 'The Hague', 'Tours']"
"Angleton, TX","['Austin, TX', 'Baton Rouge, LA', 'Blythe, CA', 'Cedar Rapids, IA', 'Dallas, TX', 'Fayetteville, NC', 'Houston, TX', 'Lafayette, LA', 'Las Vegas, NV', 'New Orleans, LA', 'San Antonio, TX']"
"Angola, IN","['Atlanta, GA', 'Chicago, IL', 'Columbus, OH', 'Detroit, MI', 'Houston, TX', 'Indianapolis, IN', 'Milwaukee, WI', 'New York, NY']"
Angoulême,"['Bordeaux', 'Paris', 'Paris Orly Airport']"
"Angra dos Reis, RJ","['São Paulo, SP']"
Ankara,"['Acıgöl', 'Adana', 'Aksaray', 'Amasra', 'Antalya', 'Artvin', 'Avanos', 'Aydın', 'Bartın', 'Bodrum', 'Bolu', 'Burhaniye', 'Bursa', 'Denizli', 'Erdemli', 'Eskişehir', 'Fethiye', 'Gemlik', 'Göreme', 'Hatay', 'Hopa', 'Karabük', 'Kayseri', 'Kemer', 'Kumluca', 'Marmaris', 'Mengen', 'Mersin', 'Nevşehir', 'Safranbolu', 'Selçuk', 'Sivas', 'Sungurlu', 'Susurluk', 'Söke', 'Trabzon', 'Zonguldak', 'Çaycuma', 'Çeşme', 'Ürgüp', 'İstanbul', 'İzmir']"
Anklam,[]
"Ann Arbor, MI","['Akron, OH', 'Altoona, PA', 'Ames, IA', 'Anderson, IN', 'Ashland, KY', 'Athens, TN', 'Atlanta, GA', 'Austin, TX', 'Baltimore, MD', 'Baton Rouge, LA', 'Benton Harbor, MI', 'Biloxi, MS', 'Birmingham, AL', 'Bloomington, IL', 'Bloomington, IN', 'Boston, MA', 'Bowling Green, OH', 'Buffalo, NY', 'Canton, OH', 'Cedar Rapids, IA', 'Champaign, IL', 'Charleston, WV', 'Charlotte, NC', 'Charlottesville, VA', 'Cheyenne, WY', 'Chicago 95th & Dan Ryan, IL', 'Chicago, IL', 'Cincinnati, OH', 'Clarksville, TN', 'Cleveland, OH', 'Colorado Springs, CO', 'Columbia, MO', 'Columbia, SC', 'Columbus, IN', 'Columbus, OH', 'Dallas, TX', 'Davenport, IA', 'Dayton, OH', 'Daytona Beach, FL', 'Denver, CO', 'Des Moines, IA', 'Detroit, MI', 'Dixon, IL', 'Durham, NC', 'Elgin, IL', 'Elkhart, IN', 'Erie, PA', 'Evansville, IN', 'Florence, AL', 'Fort Lauderdale, FL', 'Fort Wayne, IN', 'Gary, IN', 'Grand Rapids, MI', 'Green Bay, WI', 'Greensboro, NC', 'Greenville, SC', 'Hamilton, ON', 'Harrisburg, PA', 'Hartford, CT', 'Holland, MI', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Iowa City, IA', 'Ithaca, NY', 'Jacksonville, FL', 'Joplin, MO', 'Kalamazoo, MI', 'Kansas City, KS', 'Kansas City, MO', 'Kenton, OH', 'Kingston, ON', 'Kitchener, ON', 'Knoxville, TN', 'Lafayette, IN', 'Lansing, MI', 'Las Vegas, NV', 'Lexington, KY', 'Lima, OH', 'London, KY', 'London, ON', 'Los Angeles, CA', 'Louisville, KY', 'Madison, WI', 'Marshall, MN', 'Memphis, TN', 'Merrillville, IN', 'Mexico City', 'Miami, FL', 'Michigan City, IN', 'Milwaukee, WI', 'Minneapolis, MN', 'Moline, IL', 'Montgomery, AL', 'Montreal, QC', 'Myrtle Beach, SC', 'Naperville, IL', 'Nashville, TN', 'New Brunswick, NJ', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'Niagara Falls, ON', 'North Charleston, SC', 'Omaha, NE', 'Orlando, FL', 'Ottawa, ON', 'Philadelphia, PA', 'Pittsburgh, PA', 'Portland, ME', 'Raleigh, NC', 'Richmond, VA', 'Roanoke, VA', 'Rochester, NY', 'Rockford, IL', 'Sacramento, CA', 'Salt Lake City, UT', 'San Antonio, TX', 'San Diego, CA', 'San Francisco, CA', 'San Jose, CA', 'Sandusky, OH', 'Sarasota, FL', 'South Bend, IN', 'South Haven, MI', 'Southfield, MI', 'Springfield, IL', 'St Louis, MO', 'State College, PA', 'Syracuse, NY', 'Tacoma, WA', 'Tampa, FL', 'Toledo, OH', 'Toronto, ON', 'Tucson, AZ', 'Tulsa, OK', 'Tupelo, MS', 'Tuscaloosa, AL', 'Vancouver, BC', 'Waco, TX', 'Washington, D.C.', 'Waterloo, IA', 'West Palm Beach, FL', 'Wilmington-Newark, DE', 'Youngstown, OH']"
Anna,[]
"Annapolis, MD","['Albany, NY', 'Allentown, PA', 'Atlanta, GA', 'Austin, TX', 'Baltimore, MD', 'Binghamton, NY', 'Boston, MA', 'Bridgeport, CT', 'Buffalo, NY', 'Champaign, IL', 'Charlotte, NC', 'Cincinnati, OH', 'Cleveland, OH', 'Columbia, SC', 'Columbus, OH', 'Dallas, TX', 'Denver, CO', 'Dover, DE', 'Easton, PA', 'Erie, PA', 'Fort Myers, FL', 'Grand Rapids, MI', 'Greensboro, NC', 'Harrisburg, PA', 'Hartford, CT', 'Henderson, NC', 'Hinesville, GA', 'Houston, TX', 'Indianapolis, IN', 'Ithaca, NY', 'Jacksonville, FL', 'Los Angeles, CA', 'Montpelier, VT', 'Mount Laurel, NJ', 'Myrtle Beach, SC', 'Nashville, TN', 'New Brunswick, NJ', 'New Haven, CT', 'New York, NY', 'Newark, NJ', 'Norfolk-Virginia Beach, VA', 'North Charleston, SC', 'Opelika, AL', 'Petersburg, VA', 'Philadelphia, PA', 'Phoenix-Tempe, AZ', 'Pittsburgh, PA', 'Providence, RI', 'Queens, NY', 'Raleigh, NC', 'Richmond, VA', 'Ridgewood, NJ', 'Salisbury, MD', 'Savannah, GA', 'State College, PA', 'Syracuse, NY', 'Toronto, ON', 'Tucson, AZ', 'Washington, D.C.', 'West Palm Beach, FL', 'Wilmington, NC', 'Wilmington-Newark, DE']"
Annecy,"['Aix-en-Provence', 'Annemasse', 'Antwerp', 'Aosta', 'Avignon', 'Barcelona', 'Basel/Weil am Rhein', 'Bern', 'Bordeaux', 'Carcassonne', 'Chalon-sur-Saône', 'Chambéry', 'Chamonix', 'Clermont-Ferrand', 'Colmar', 'Como', 'Courmayeur', 'Florence', 'Frankfurt Airport', 'Freiburg', 'Geneva', 'Geneva Airport', 'Genoa', 'Girona', 'Grenoble', 'Kyiv', 'Lausanne', 'Leipzig', 'Lille', 'Lyon', 'Lyon Saint-Exupéry Airport', 'Madrid', 'Marseille', 'Milan', 'Milan Malpensa Airport', 'Montpellier', 'Nice', 'Nîmes', 'Pamplona', 'Paris', 'Paris Charles-de-Gaulle Airport', 'Pau', 'Prague', 'Rome', 'Saarbrücken', 'Saint-Étienne', 'Sallanches', 'Stuttgart', 'Thonon-les-Bains', 'Toulouse', 'Turin', 'Vienna', 'Zurich']"
Annemasse,"['Annecy', 'Antwerp', 'Lisbon Airport', 'Lyon', 'Lyon Saint-Exupéry Airport', 'Nîmes', 'Valencia', 'Zurich']"
"Anniston, AL","['Atlanta, GA', 'Augusta, GA', 'Austin, TX', 'Baltimore, MD', 'Biloxi, MS', 'Boston, MA', 'Charlotte, NC', 'Chicago, IL', 'Clarksville, TN', 'Columbia, MO', 'Columbia, SC', 'Columbus, OH', 'Dallas, TX', 'Daytona Beach, FL', 'Detroit, MI', 'Dothan, AL', 'Fort Lauderdale, FL', 'Fort Pierce, FL', 'Fort Walton Beach, FL', 'Gainesville, FL', 'Gainesville, GA', 'Grand Rapids, MI', 'Hartford, CT', 'Houston, TX', 'Huntsville, AL', 'Indianapolis, IN', 'Jackson, MS', 'Jacksonville, FL', 'Kansas City, MO', 'Knoxville, TN', 'Lafayette, LA', 'Lake Placid, FL', 'Lakeland, FL', 'Las Vegas, NV', 'Los Angeles, CA', 'Louisville, KY', 'Macon, GA', 'Memphis, TN', 'Miami, FL', 'Milwaukee, WI', 'Mobile, AL', 'Montgomery, AL', 'Moultrie, GA', 'Nashville, TN', 'New Orleans, LA', 'New York, NY', 'Newark, NJ', 'North Charleston, SC', 'Oklahoma City, OK', 'Opelika, AL', 'Orangeburg, SC', 'Orlando, FL', 'Paducah, KY', 'Peoria, IL', 'Philadelphia, PA', 'Port St. Lucie, FL', 'Richmond, VA', 'Sacramento, CA', 'San Antonio, TX', 'Savannah, GA', 'Springfield, MO', 'St Louis, MO', 'Tallahassee, FL', 'Tampa, FL', 'Tifton, GA', 'Toledo, OH', 'Tupelo, MS', 'Washington, D.C.', 'West Palm Beach, FL', 'Wildwood, GA']"
Ansbach,[]
Antalya,"['Adana', 'Akyaka', 'Alanya', 'Ankara', 'Aydın', 'Bodrum', 'Bolu', 'Bursa', 'Dalaman', 'Denizli', 'Didim', 'Eskişehir', 'Fethiye', 'Gemlik', 'Göreme', 'Isparta', 'Kayseri', 'Kemer', 'Konya', 'Kuşadası', 'Manavgat', 'Marmaris', 'Mersin', 'Milas', 'Muğla', 'Nazilli', 'Nevşehir', 'Ortaca', 'Rize', 'Selçuk', 'Sivas', 'Trabzon', 'Yalova', 'Çeşme', 'İstanbul', 'İzmir', 'Şanlıurfa']"
Antibes,"['Aix-en-Provence', 'Avignon', 'Grenoble', 'Nice', 'Paris', 'Sallanches', 'Salzburg', 'Sanremo', 'Siena', 'Toulon']"
